"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1987","1987","","AMR","Americas","","","","","LCA","Saint Lucia","","4","4.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1985","1985","","AMR","Americas","","","","","LCA","Saint Lucia","","9","9.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2017","2017","","AMR","Americas","","","","","VCT","Saint Vincent and the Grenadines","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2015","2015","","AMR","Americas","","","","","VCT","Saint Vincent and the Grenadines","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2010","2010","","AMR","Americas","","","","","VCT","Saint Vincent and the Grenadines","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2008","2008","","AMR","Americas","","","","","VCT","Saint Vincent and the Grenadines","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2001","2001","","AMR","Americas","","","","","VCT","Saint Vincent and the Grenadines","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1999","1999","","AMR","Americas","","","","","VCT","Saint Vincent and the Grenadines","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1992","1992","","AMR","Americas","","","","","VCT","Saint Vincent and the Grenadines","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1990","1990","","AMR","Americas","","","","","VCT","Saint Vincent and the Grenadines","","1","1.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1985","1985","","AMR","Americas","","","","","VCT","Saint Vincent and the Grenadines","","5","5.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1983","1983","","AMR","Americas","","","","","VCT","Saint Vincent and the Grenadines","","63","63.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2011","2011","","WPR","Western Pacific","","","","","WSM","Samoa","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","","","","WSM","Samoa","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1996","1996","","WPR","Western Pacific","","","","","WSM","Samoa","","87","87.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1994","1994","","WPR","Western Pacific","","","","","WSM","Samoa","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1989","1989","","WPR","Western Pacific","","","","","WSM","Samoa","","1","1.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1987","1987","","WPR","Western Pacific","","","","","WSM","Samoa","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1985","1985","","WPR","Western Pacific","","","","","WSM","Samoa","","1095","1095.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1980","1980","","WPR","Western Pacific","","","","","WSM","Samoa","","376","376.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2017","2017","","EUR","Europe","","","","","SMR","San Marino","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2006","2006","","EUR","Europe","","","","","SMR","San Marino","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2004","2004","","EUR","Europe","","","","","SMR","San Marino","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1993","1993","","EUR","Europe","","","","","SMR","San Marino","","6","6.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1991","1991","","EUR","Europe","","","","","SMR","San Marino","","1","1.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2018","2018","","AFR","Africa","","","","","STP","Sao Tome and Principe","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2013","2013","","AFR","Africa","","","","","STP","Sao Tome and Principe","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2011","2011","","AFR","Africa","","","","","STP","Sao Tome and Principe","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2004","2004","","AFR","Africa","","","","","STP","Sao Tome and Principe","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2002","2002","","AFR","Africa","","","","","STP","Sao Tome and Principe","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1993","1993","","AFR","Africa","","","","","STP","Sao Tome and Principe","","88","88.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1991","1991","","AFR","Africa","","","","","STP","Sao Tome and Principe","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1985","1985","","AFR","Africa","","","","","STP","Sao Tome and Principe","","62","62.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1983","1983","","AFR","Africa","","","","","STP","Sao Tome and Principe","","216","216.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2015","2015","","EMR","Eastern Mediterranean","","","","","SAU","Saudi Arabia","","219","219.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2013","2013","","EMR","Eastern Mediterranean","","","","","SAU","Saudi Arabia","","1164","1164.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","","","","SAU","Saudi Arabia","","807","807.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2004","2004","","EMR","Eastern Mediterranean","","","","","SAU","Saudi Arabia","","1880","1880.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1998","1998","","EMR","Eastern Mediterranean","","","","","SAU","Saudi Arabia","","5519","5519.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1996","1996","","EMR","Eastern Mediterranean","","","","","SAU","Saudi Arabia","","2407","2407.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1989","1989","","EMR","Eastern Mediterranean","","","","","SAU","Saudi Arabia","","3588","3588.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1987","1987","","EMR","Eastern Mediterranean","","","","","SAU","Saudi Arabia","","29220","29220.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1980","1980","","EMR","Eastern Mediterranean","","","","","SAU","Saudi Arabia","","46115","46115.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2017","2017","","AFR","Africa","","","","","SEN","Senegal","","11","11.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2012","2012","","AFR","Africa","","","","","SEN","Senegal","","46","46.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2010","2010","","AFR","Africa","","","","","SEN","Senegal","","428","428.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2003","2003","","AFR","Africa","","","","","SEN","Senegal","","1519","1519.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2001","2001","","AFR","Africa","","","","","SEN","Senegal","","24789","24789.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1993","1993","","AFR","Africa","","","","","SEN","Senegal","","14693","14693.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1991","1991","","AFR","Africa","","","","","SEN","Senegal","","11427","11427.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1986","1986","","AFR","Africa","","","","","SEN","Senegal","","6831","6831.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1982","1982","","AFR","Africa","","","","","SEN","Senegal","","32380","32380.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2014","2014","","EUR","Europe","","","","","SRB","Serbia","","37","37.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2012","2012","","EUR","Europe","","","","","SRB","Serbia","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2005","2005","","EUR","Europe","","","","","SRB","Serbia","","2","2.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2003","2003","","EUR","Europe","","","","","SRB","Serbia","","15","15.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1998","1998","","EUR","Europe","","","","","SRB","Serbia","","922","922.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1996","1996","","EUR","Europe","","","","","SRB","Serbia","","458","458.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1989","1989","","EUR","Europe","","","","","SRB","Serbia","","16149","16149.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1987","1987","","EUR","Europe","","","","","SRB","Serbia","","8639","8639.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1980","1980","","EUR","Europe","","","","","SRB","Serbia","","37441","37441.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2016","2016","","AFR","Africa","","","","","SYC","Seychelles","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2011","2011","","AFR","Africa","","","","","SYC","Seychelles","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2009","2009","","AFR","Africa","","","","","SYC","Seychelles","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2002","2002","","AFR","Africa","","","","","SYC","Seychelles","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1999","1999","","AFR","Africa","","","","","SYC","Seychelles","","2","2.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1992","1992","","AFR","Africa","","","","","SYC","Seychelles","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1990","1990","","AFR","Africa","","","","","SYC","Seychelles","","13","13.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1985","1985","","AFR","Africa","","","","","SYC","Seychelles","","10","10.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1983","1983","","AFR","Africa","","","","","SYC","Seychelles","","267","267.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2015","2015","","AFR","Africa","","","","","SLE","Sierra Leone","","607","607.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2013","2013","","AFR","Africa","","","","","SLE","Sierra Leone","","15","15.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2006","2006","","AFR","Africa","","","","","SLE","Sierra Leone","","33","33.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2004","2004","","AFR","Africa","","","","","SLE","Sierra Leone","","7","7.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1997","1997","","AFR","Africa","","","","","SLE","Sierra Leone","","361","361.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1994","1994","","AFR","Africa","","","","","SLE","Sierra Leone","","114","114.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1992","1992","","AFR","Africa","","","","","SLE","Sierra Leone","","914","914.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1987","1987","","AFR","Africa","","","","","SLE","Sierra Leone","","1000","1000.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1985","1985","","AFR","Africa","","","","","SLE","Sierra Leone","","3351","3351.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2017","2017","","WPR","Western Pacific","","","","","SGP","Singapore","","70","70.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","","","","SGP","Singapore","","42","42.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2007","2007","","WPR","Western Pacific","","","","","SGP","Singapore","","15","15.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","","","","SGP","Singapore","","33","33.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2003","2003","","WPR","Western Pacific","","","","","SGP","Singapore","","33","33.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1998","1998","","WPR","Western Pacific","","","","","SGP","Singapore","","114","114.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1995","1995","","WPR","Western Pacific","","","","","SGP","Singapore","","185","185.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1988","1988","","WPR","Western Pacific","","","","","SGP","Singapore","","192","192.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1986","1986","","WPR","Western Pacific","","","","","SGP","Singapore","","218","218.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2017","2017","","EUR","Europe","","","","","SVK","Slovakia","","7","7.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2015","2015","","EUR","Europe","","","","","SVK","Slovakia","","1","1.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2010","2010","","EUR","Europe","","","","","SVK","Slovakia","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2008","2008","","EUR","Europe","","","","","SVK","Slovakia","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2001","2001","","EUR","Europe","","","","","SVK","Slovakia","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1999","1999","","EUR","Europe","","","","","SVK","Slovakia","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1992","1992","","EUR","Europe","","","","","SVK","Slovakia","","415","415.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1990","1990","","EUR","Europe","","","","","SVK","Slovakia","","47","47.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2014","2014","","EUR","Europe","","","","","SVN","Slovenia","","52","52.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2012","2012","","EUR","Europe","","","","","SVN","Slovenia","","2","2.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2005","2005","","EUR","Europe","","","","","SVN","Slovenia","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2003","2003","","EUR","Europe","","","","","SVN","Slovenia","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1995","1995","","EUR","Europe","","","","","SVN","Slovenia","","398","398.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1993","1993","","EUR","Europe","","","","","SVN","Slovenia","","7","7.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","","","","SLB","Solomon Islands","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2013","2013","","WPR","Western Pacific","","","","","SLB","Solomon Islands","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2006","2006","","WPR","Western Pacific","","","","","SLB","Solomon Islands","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2004","2004","","WPR","Western Pacific","","","","","SLB","Solomon Islands","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1995","1995","","WPR","Western Pacific","","","","","SLB","Solomon Islands","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1993","1993","","WPR","Western Pacific","","","","","SLB","Solomon Islands","","1527","1527.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1988","1988","","WPR","Western Pacific","","","","","SLB","Solomon Islands","","593","593.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1986","1986","","WPR","Western Pacific","","","","","SLB","Solomon Islands","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2018","2018","","EMR","Eastern Mediterranean","","","","","SOM","Somalia","","9126","9126.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","","","","SOM","Somalia","","26","26.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","","","","SOM","Somalia","","13","13.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2007","2007","","EMR","Eastern Mediterranean","","","","","SOM","Somalia","","1149","1149.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2001","2001","","EMR","Eastern Mediterranean","","","","","SOM","Somalia","","3571","3571.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1999","1999","","EMR","Eastern Mediterranean","","","","","SOM","Somalia","","5523","5523.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1985","1985","","EMR","Eastern Mediterranean","","","","","SOM","Somalia","","128","128.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1983","1983","","EMR","Eastern Mediterranean","","","","","SOM","Somalia","","622","622.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2012","2012","","AFR","Africa","","","","","ZAF","South Africa","","32","32.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2010","2010","","AFR","Africa","","","","","ZAF","South Africa","","12499","12499.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2005","2005","","AFR","Africa","","","","","ZAF","South Africa","","615","615.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2003","2003","","AFR","Africa","","","","","ZAF","South Africa","","244","244.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1996","1996","","AFR","Africa","","","","","ZAF","South Africa","","6501","6501.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1994","1994","","AFR","Africa","","","","","ZAF","South Africa","","6845","6845.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1987","1987","","AFR","Africa","","","","","ZAF","South Africa","","22559","22559.00000","","","","",""
